Fees Status,Day,Month,Advertising Channel,Advertisement ,Enrolled Courses,Paid Fees,Number of phone calls,Average call duration,Training Models,Training Levels,Location,Sale Team,Consultant
Paid,11,Sep,Company Website,AD01-9362,5,USD 1.250.000,5,2:00,Excavator,Fndn. L1,New York,Mohammed,Rony
Paid,1,Dec,Company Website,AD01-9362,2,USD 500.000,2,2:00,Excavator,Fndn. L1,New York,Abdullah,Hisham
Paid,6,Nov,Company Website,AD01-9361,3,USD 750.000,1,2:00,Excavator,KJI. L4,New York,Mohammed,Mohmed
Paid,4,Apr,Company Website,AD01-9362,5,USD 1.000.000,1,2:00,Excavator,Fndn. L3,New York,Abdullah,Reham
Paid,6,May,Company Website,AD01-9365,2,USD 600.000,1,2:00,Excavator,Fndn. L3,New York,Mohammed,Mohmed
Paid,17,Sep,Company Website,AD01-9362,2,USD 600.000,4,2:00,Excavator,Fndn. L1,New York,Abdullah,Reham
Paid,8,Oct,Company Website,AD01-9361,1,USD 350.000,1,2:00,Excavator,Pre. L3,New York,Salah,Sahar
Paid,1,Nov,Company Website,AD01-9363,4,USD 1.000.000,1,2:00,Excavator,Pre. L2,New York,Salah,Sahar
Paid,12,Aug,Company Website,AD01-9362,2,USD 500.000,4,2:12,Excavator,Pre. L8,New York,Ahmed,Khalil
Paid,11,Nov,Company Website,AD01-9362,3,USD 750.000,1,2:12,Excavator,Fndn. L6,New York,Salah,Sahar
Paid,1,Nov,Company Website,AD01-9362,4,USD 1.000.000,1,2:12,Excavator,Fndn. L5,New York,Mohammed,Mohmed
Paid,11,Nov,Company Website,AD01-9361,4,USD 1.000.000,2,2:25,Excavator,Pre. L2,New York,Mohammed,Rony
Paid,31,Oct,Company Website,AD01-9361,2,USD 600.000,2,2:50,Excavator,Pre. L3,New York,Abdullah,Adam
Paid,16,Dec,Company Website,AD01-9362,3,USD 750.000,6,2:50,Excavator,Fndn. L5,New York,Mohammed,Mohmed
Paid,13,Oct,Company Website,AD01-9361,2,USD 600.000,2,3:14,Excavator,KJI. L4,New York,Ahmed,Khalil
Paid,15,Dec,Company Website,AD01-9362,3,USD 750.000,2,3:14,Excavator,Fndn. L5,New York,Salah,Dina
Paid,19,Oct,Company Website,AD01-9365,4,USD 1.000.000,1,3:30,Excavator,Pre. L3,New York,Mohammed,Habib
Paid,8,Oct,Company Website,AD01-9364,3,USD 750.000,1,4:00,Excavator,Pre. L2,New York,Salah,Ahmed
Paid,26,Oct,Company Website,AD01-9362,5,USD 1.000.000,2,4:40,Excavator,KJI. L4,New York,Salah,Sahar
Paid,12,Nov,Company Website,AD01-9362,4,USD 1.000.000,2,4:40,Excavator,Fndn. L5,New York,Salah,Dary
Paid,12,Nov,Company Website,AD01-9362,3,USD 750.000,1,4:48,Excavator,Fndn. L1,New York,Mohammed,Mohmed
Paid,7,Nov,Company Website,AD01-9362,3,USD 750.000,5,5:15,Excavator,Pre. L3,New York,Mohammed,Rony
Paid,14,Dec,Company Website,AD01-9364,2,USD 600.000,2,5:15,Excavator,Pre. L8,New York,Mohammed,Rony
Paid,5,Oct,Company Website,AD01-9361,4,USD 1.000.000,4,6:30,Excavator,Pre. L4,New York,Salah,John
Paid,3,Nov,Company Website,AD01-9362,2,USD 600.000,2,6:30,Excavator,KJI. L4,New York,Salah,John
Paid,2,Dec,Company Website,AD01-9362,3,USD 600.000,3,6:30,Excavator,Fndn. L1,New York,Mohammed,Rony
Paid,1,Apr,Company Website,AD01-9361,2,USD 600.000,1,6:30,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,11,Oct,Company Website,AD01-9365,4,USD 1.000.000,5,8:40,Excavator,Fndn. L1,New York,Abdullah,Reham
Paid,1,Jul,Company Website,AD01-9362,5,USD 1.250.000,1,9:36,Excavator,Fndn. L5,New York,Mohammed,Rony
Paid,11,Nov,Company Website,AD01-9364,2,USD 600.000,1,9:36,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,9,Sep,Company Website,AD01-9361,3,USD 750.000,4,10:10,Excavator,KJI. L4,New York,Abdullah,Reham
Paid,25,Oct,Company Website,AD01-9365,5,USD 1.000.000,5,10:10,Excavator,Fndn. L3,New York,Mohammed,Rony
Paid,29,Oct,Company Website,AD01-9361,2,USD 600.000,2,10:10,Excavator,Pre. L2,New York,Mohammed,Kisho
Paid,1,Apr,Company Website,AD01-9361,5,USD 1.250.000,1,11:20,Excavator,KJI. L4,New York,Ahmed,Khalil
Paid,19,Oct,Company Website,AD01-9361,1,USD 350.000,4,11:20,Excavator,Pre. L8,New York,Mohammed,Kenza
Paid,16,Sep,Company Website,AD01-9361,5,USD 1.000.000,5,12:45,Excavator,KJI. L4,New York,Abdullah,Hisham
Paid,30,Dec,Company Website,AD01-9362,1,USD 350.000,1,12:55,Excavator,Pre. L3,New York,Salah,Dina
Paid,29,Nov,Direct Call,AD01-9362,3,USD 750.000,1,2:00,Excavator,KJI. L4,New York,Mohammed,Kisho
Paid,1,May,Direct Call,AD01-9361,5,USD 1.250.000,1,2:00,Excavator,Pre. L2,New York,Ahmed,Hany
Paid,20,Oct,Direct Call,AD01-9363,3,USD 750.000,1,2:00,Excavator,Pre. L4,New York,Abdullah,Reham
Paid,5,Nov,Direct Call,AD01-9363,3,USD 600.000,2,2:00,Excavator,Pre. L8,New York,Mohammed,Mohmed
Paid,1,Feb,Direct Call,AD01-9361,1,USD 350.000,2,2:00,Excavator,Pre. L8,New York,Mohammed,Rony
Paid,11,Feb,Direct Call,AD01-9363,2,USD 600.000,2,2:00,Excavator,Pre. L8,New York,Salah,John
Paid,25,Aug,Direct Call,AD01-9362,2,USD 500.000,4,2:00,Excavator,Pre. L4,New York,Mohammed,Rony
Paid,26,Dec,Direct Call,AD01-9361,5,USD 1.250.000,2,2:00,Excavator,Fndn. L5,New York,Ahmed,Khalil
Paid,25,Aug,Direct Call,AD01-9362,2,USD 500.000,4,2:00,Excavator,Pre. L4,New York,Mohammed,Rony
Paid,10,Nov,Direct Call,AD01-9362,2,USD 600.000,1,2:00,Excavator,Pre. L2,New York,Salah,Ahmed
Paid,1,Apr,Facebook Page,AD01-9362,4,USD 1.000.000,1,2:00,Excavator,Fndn. L3,New York,Mohammed,Habib
Paid,12,Jun,Facebook Page,AD01-9363,2,USD 600.000,5,2:00,Excavator,Fndn. L1,New York,Ahmed,Hany
Paid,12,Jun,Facebook Page,AD01-9363,2,USD 600.000,5,2:00,Excavator,Fndn. L1,New York,Ahmed,Hany
Paid,10,Jan,Facebook Page,AD01-9362,2,USD 600.000,1,2:00,Excavator,KJI. L4,New York,Abdullah,Adam
Paid,12,Sep,Facebook Page,AD01-9362,5,USD 1.250.000,5,2:00,Excavator,Pre. L3,New York,Salah,John
Paid,29,Sep,Facebook Page,AD01-9361,4,USD 750.000,3,2:00,Excavator,Pre. L8,New York,Salah,Dary
Paid,15,Jan,Facebook Page,AD01-9362,2,USD 600.000,1,2:12,Excavator,Fndn. L5,New York,Mohammed,Rony
Paid,1,May,Facebook Page,AD01-9361,3,USD 750.000,2,2:12,Excavator,KJI. L4,New York,Mohammed,Mohmed
Paid,4,Oct,Facebook Page,AD01-9364,5,USD 1.000.000,2,2:12,Excavator,Pre. L8,New York,Salah,John
Paid,20,Oct,Facebook Page,AD01-9361,2,USD 600.000,2,2:12,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,22,Nov,Direct Call,AD01-9362,5,USD 1.250.000,2,2:12,Excavator,Fndn. L1,New York,Salah,Sahar
Paid,15,Jan,Direct Call,AD01-9362,2,USD 600.000,1,2:12,Excavator,Fndn. L5,New York,Mohammed,Rony
Paid,8,Oct,Direct Call,AD01-9362,2,USD 600.000,5,2:25,Excavator,Fndn. L6,New York,Mohammed,Mohmed
Paid,10,Jul,Direct Call,AD01-9361,1,USD 350.000,1,2:30,Excavator,Pre. L2,New York,Salah,Dary
Paid,28,Oct,Direct Call,AD01-9362,3,USD 750.000,2,2:30,Excavator,Fndn. L6,New York,Salah,Dary
Paid,22,Oct,Direct Call,AD01-9361,3,USD 750.000,2,3:12,Excavator,Fndn. L5,New York,Abdullah,Reham
Paid,26,Oct,Direct Call,AD01-9361,1,USD 350.000,2,3:16,Excavator,Fndn. L5,New York,Mohammed,Rony
Paid,30,Sep,Direct Call,AD01-9364,4,USD 1.000.000,4,3:40,Excavator,Fndn. L6,New York,Mohammed,Kisho
Paid,23,Sep,Facebook Page,AD01-9364,1,USD 350.000,3,4:00,Excavator,KJI. L4,New York,Ahmed,Khalil
Paid,1,May,Facebook Page,AD01-9361,2,USD 600.000,2,4:40,Excavator,Fndn. L5,New York,Ahmed,Hany
Paid,11,Sep,Facebook Page,AD01-9362,2,USD 600.000,5,4:40,Excavator,Fndn. L6,New York,Salah,John
Paid,1,Oct,Facebook Page,AD01-9363,4,USD 1.000.000,2,4:40,Excavator,Fndn. L1,New York,Salah,John
Paid,8,Oct,Facebook Page,AD01-9361,5,USD 1.250.000,4,4:40,Excavator,Pre. L8,New York,Abdullah,Hisham
Paid,22,Nov,Facebook Page,AD01-9362,3,USD 750.000,1,4:40,Excavator,KJI. L4,New York,Salah,John
Paid,16,Jan,Facebook Page,AD01-9361,2,USD 600.000,1,4:40,Excavator,Fndn. L5,New York,Mohammed,Kisho
Paid,1,May,Facebook Page,AD01-9361,2,USD 600.000,2,4:40,Excavator,Fndn. L5,New York,Ahmed,Hany
Paid,5,Sep,Facebook Page,AD01-9362,4,USD 750.000,3,4:45,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,1,Nov,Facebook Page,AD01-9364,5,USD 1.250.000,2,5:12,Excavator,Fndn. L5,New York,Abdullah,Hisham
Paid,8,Jan,Facebook Page,AD01-9364,3,USD 750.000,5,5:15,Excavator,Pre. L3,New York,Salah,Dary
Paid,8,Jan,Facebook Page,AD01-9364,3,USD 750.000,5,5:15,Excavator,Pre. L3,New York,Salah,Dary
Paid,12,Jun,Facebook Page,AD01-9364,5,USD 1.250.000,1,5:15,Excavator,Pre. L4,New York,Mohammed,Mohmed
Paid,24,Dec,Facebook Page,AD01-9364,5,USD 1.250.000,6,6:30,Excavator,Fndn. L3,New York,Salah,Dina
Paid,1,Apr,Facebook Page,AD01-9362,5,USD 1.250.000,2,6:30,Excavator,Pre. L2,New York,Salah,Dary
Paid,14,Jan,Facebook Page,AD01-9364,5,USD 1.000.000,6,7:14,Excavator,Pre. L2,New York,Salah,Dary
Paid,14,Jan,Facebook Page,AD01-9364,5,USD 1.000.000,6,7:14,Excavator,Pre. L2,New York,Salah,Dary
Paid,6,Jan,Facebook Page,AD01-9362,5,USD 1.000.000,3,7:30,Excavator,Fndn. L5,New York,Mohammed,Kisho
Paid,30,Sep,Facebook Page,AD01-9362,1,USD 350.000,2,7:30,Excavator,Fndn. L5,New York,Salah,John
Paid,30,Oct,Facebook Page,AD01-9364,3,USD 750.000,4,8:00,Excavator,Pre. L8,New York,Salah,John
Paid,11,Feb,Facebook Page,AD01-9362,4,USD 1.000.000,1,8:10,Excavator,Pre. L3,New York,Salah,Dina
Paid,19,Sep,Facebook Page,AD01-9365,5,USD 1.000.000,5,8:12,Excavator,Fndn. L1,New York,Salah,Dary
Paid,30,Sep,Facebook Page,AD01-9364,2,USD 600.000,2,8:40,Excavator,Pre. L3,New York,Mohammed,Kisho
Paid,1,Nov,Facebook Page,AD01-9364,2,USD 600.000,1,8:40,Excavator,Fndn. L5,New York,Salah,Dary
Paid,12,Jan,Facebook Page,AD01-9362,2,USD 600.000,3,9:36,Excavator,KJI. L4,New York,Abdullah,Reham
Paid,8,Oct,Direct Call,AD01-9363,2,USD 600.000,4,9:36,Excavator,Fndn. L5,New York,Mohammed,Rony
Paid,12,Jan,Direct Call,AD01-9362,2,USD 600.000,3,9:36,Excavator,KJI. L4,New York,Abdullah,Reham
Paid,7,Sep,Direct Call,AD01-9362,2,USD 600.000,4,10:10,Excavator,Fndn. L1,New York,Salah,Dina
Paid,13,Feb,Direct Call,AD01-9364,1,USD 350.000,6,12:55,Excavator,Pre. L2,New York,Ahmed,Khalil
Paid,17,Nov,Google Ad,AD01-9362,1,USD 350.000,1,2:00,Excavator,KJI. L4,New York,Salah,Dary
Paid,30,Nov,Google Ad,AD01-9361,2,USD 500.000,1,2:00,Excavator,Fndn. L5,New York,Abdullah,Hisham
Paid,6,Nov,Google Ad,AD01-9365,1,USD 350.000,3,2:00,Excavator,Pre. L4,New York,Ahmed,Hany
Paid,14,Jan,Google Ad,AD01-9364,3,USD 750.000,2,2:00,Excavator,Pre. L3,New York,Mohammed,Mohmed
Paid,14,Aug,Google Ad,AD01-9361,4,USD 1.000.000,3,2:00,Excavator,Fndn. L5,New York,Salah,John
Paid,13,Dec,Google Ad,AD01-9362,2,USD 600.000,5,2:00,Excavator,KJI. L4,New York,Salah,Dina
Paid,28,Oct,Google Ad,AD01-9361,1,USD 350.000,3,2:00,Excavator,Fndn. L1,New York,Salah,Dary
Paid,8,Oct,Google Ad,AD01-9362,2,USD 600.000,3,2:00,Excavator,KJI. L4,New York,Mohammed,Rony
Paid,29,Sep,Google Ad,AD01-9362,1,USD 350.000,2,2:00,Excavator,Pre. L2,New York,Ahmed,Hany
Paid,1,Apr,Google Ad,AD01-9362,2,USD 600.000,1,2:00,Excavator,Fndn. L5,New York,Mohammed,Kenza
Paid,29,Oct,Google Ad,AD01-9361,3,USD 750.000,2,2:00,Excavator,KJI. L4,New York,Abdullah,Adam
Paid,17,Dec,Google Ad,AD01-9364,1,USD 350.000,5,2:00,Excavator,Pre. L4,New York,Ahmed,Khalil
Paid,31,Dec,Google Ad,AD01-9362,3,USD 600.000,1,2:00,Excavator,KJI. L4,New York,Salah,Dary
Paid,26,Sep,Google Ad,AD01-9361,4,USD 1.000.000,2,2:10,Excavator,Pre. L3,New York,Salah,John
Paid,22,Oct,Google Ad,AD01-9362,1,USD 350.000,1,2:12,Excavator,Fndn. L1,New York,Salah,Sahar
Paid,22,Nov,Google Ad,AD01-9364,2,USD 600.000,1,2:12,Excavator,Pre. L4,New York,Salah,Dina
Paid,25,Dec,Google Ad,AD01-9362,2,USD 600.000,2,2:12,Excavator,Fndn. L5,New York,Abdullah,Hisham
Paid,11,Jan,Google Ad,AD01-9364,5,USD 1.250.000,3,2:12,Excavator,Pre. L2,New York,Ahmed,Khalil
Paid,29,Oct,Google Ad,AD01-9361,2,USD 600.000,1,2:56,Excavator,Fndn. L3,New York,Abdullah,Reham
Paid,20,Oct,Google Ad,AD01-9364,3,USD 750.000,6,3:00,Excavator,KJI. L4,New York,Salah,Ahmed
Paid,11,Nov,Google Ad,AD01-9362,5,USD 1.000.000,4,3:10,Excavator,Pre. L4,New York,Abdullah,Reham
Paid,25,Oct,Google Ad,AD01-9362,2,USD 600.000,1,3:12,Excavator,Fndn. L5,New York,Abdullah,Hisham
Paid,17,Jan,Google Ad,AD01-9365,3,USD 750.000,1,3:12,Excavator,Pre. L8,New York,Ahmed,Hany
Paid,23,Oct,Google Ad,AD01-9362,2,USD 500.000,2,3:16,Excavator,KJI. L4,New York,Salah,Dary
Paid,12,Nov,Google Ad,AD01-9364,5,USD 1.250.000,4,3:16,Excavator,Pre. L8,New York,Mohammed,Rony
Paid,28,Jun,Google Ad,AD01-9364,4,USD 750.000,2,3:16,Excavator,Fndn. L5,New York,Ahmed,Hany
Paid,1,Jan,Google Ad,AD01-9361,1,USD 350.000,3,3:30,Excavator,Fndn. L6,New York,Salah,Sahar
Paid,22,Sep,Google Ad,AD01-9362,3,USD 750.000,4,4:40,Excavator,Pre. L3,New York,Abdullah,Hisham
Paid,28,Oct,Google Ad,AD01-9362,1,USD 350.000,4,5:12,Excavator,Fndn. L1,New York,Salah,Dina
Paid,28,Oct,Google Ad,AD01-9364,1,USD 350.000,5,6:30,Excavator,KJI. L4,New York,Abdullah,Reham
Paid,29,Oct,Google Ad,AD01-9361,2,USD 600.000,3,7:10,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,6,Oct,Google Ad,AD01-9361,5,USD 1.000.000,6,7:30,Excavator,Fndn. L5,New York,Salah,Dina
Paid,9,Oct,Google Ad,AD01-9362,3,USD 750.000,1,7:30,Excavator,Fndn. L5,New York,Ahmed,Khalil
Paid,1,Jun,Google Ad,AD01-9361,2,USD 600.000,1,9:15,Excavator,Fndn. L5,New York,Mohammed,Mohmed
Paid,28,Oct,Google Ad,AD01-9362,1,USD 350.000,1,9:15,Excavator,Pre. L3,New York,Salah,Ahmed
Paid,11,Sep,Google Ad,AD01-9365,1,USD 350.000,2,9:36,Excavator,Pre. L3,New York,Ahmed,Hany
Paid,11,Aug,Google Ad,AD01-9364,1,USD 350.000,3,10:10,Excavator,Pre. L3,New York,Salah,Sahar
Paid,10,Apr,Google Ad,AD01-9364,3,USD 750.000,1,12:55,Excavator,Pre. L3,New York,Salah,Dina
Paid,10,Apr,Google Ad,AD01-9364,3,USD 750.000,1,12:55,Excavator,Pre. L3,New York,Salah,Dina
Paid,1,Apr,Direct Call,AD01-9364,1,USD 350.000,3,2:00,Excavator,KJI. L4,New York,Salah,Jood
Paid,1,Apr,Direct Call,AD01-9364,1,USD 350.000,3,2:00,Excavator,KJI. L4,New York,Salah,Jood
Paid,1,Oct,Direct Call,AD01-9362,2,USD 600.000,6,2:00,Excavator,Fndn. L1,New York,Salah,Sahar
Paid,10,Aug,Direct Call,AD01-9365,2,USD 600.000,4,2:00,Excavator,Fndn. L6,New York,Mohammed,Rony
Paid,23,Sep,Direct Call,AD01-9362,5,USD 1.000.000,1,2:00,Excavator,Pre. L2,New York,Abdullah,Hisham
Paid,8,Oct,Direct Call,AD01-9361,4,USD 1.000.000,3,2:00,Excavator,Pre. L4,New York,Abdullah,Reham
Paid,1,Sep,Direct Call,AD01-9362,1,USD 350.000,4,2:00,Excavator,Fndn. L3,New York,Salah,Dina
Paid,11,Feb,Direct Call,AD01-9361,3,USD 750.000,1,2:00,Excavator,Fndn. L1,New York,Ahmed,Khalil
Paid,1,Apr,Direct Call,AD01-9362,3,USD 750.000,1,2:00,Excavator,Pre. L3,New York,Abdullah,Adam
Paid,9,Aug,Direct Call,AD01-9362,2,USD 600.000,1,2:00,Excavator,Pre. L2,New York,Salah,John
Paid,6,Oct,Direct Call,AD01-9361,5,USD 1.000.000,1,2:00,Excavator,Fndn. L5,New York,Ahmed,Khalil
Paid,1,Apr,Direct Call,AD01-9362,3,USD 750.000,1,2:00,Excavator,Pre. L3,New York,Abdullah,Adam
Paid,26,Nov,Direct Call,AD01-9362,5,USD 1.250.000,3,2:00,Excavator,Pre. L3,New York,Salah,Ahmed
Paid,1,Nov,Direct Call,AD01-9362,3,USD 750.000,2,2:00,Excavator,Fndn. L3,New York,Mohammed,Kisho
Paid,11,Mar,Direct Call,AD01-9362,4,USD 1.000.000,1,2:00,Excavator,Fndn. L5,New York,Mohammed,Rony
Paid,17,Nov,Direct Call,AD01-9362,3,USD 750.000,1,2:00,Excavator,Fndn. L5,New York,Mohammed,Rony
Paid,7,Sep,Direct Call,AD01-9361,5,USD 1.050.000,5,2:00,Excavator,Pre. L8,New York,Mohammed,Kisho
Paid,11,Feb,Direct Call,AD01-9361,4,USD 1.000.000,1,2:00,Excavator,Pre. L2,New York,Ahmed,Hany
Paid,13,Jun,Direct Call,AD01-9361,5,USD 1.050.000,4,2:00,Excavator,Fndn. L6,New York,Ahmed,Khalil
Paid,15,Aug,Direct Call,AD01-9361,3,USD 750.000,2,2:00,Excavator,Pre. L3,New York,Salah,Dary
Paid,23,Sep,Direct Call,AD01-9361,2,USD 600.000,2,2:00,Excavator,Fndn. L1,New York,Abdullah,Reham
Paid,4,Sep,Direct Call,AD01-9364,3,USD 550.000,2,2:00,Excavator,Fndn. L5,New York,Ahmed,Hany
Paid,12,Sep,Direct Call,AD01-9361,2,USD 600.000,1,2:00,Excavator,Pre. L3,New York,Mohammed,Mohmed
Paid,24,Dec,Direct Call,AD01-9365,5,USD 1.250.000,2,2:00,Excavator,KJI. L4,New York,Ahmed,Khalil
Paid,19,Nov,Direct Call,AD01-9361,3,USD 750.000,5,2:00,Excavator,Pre. L3,New York,Mohammed,Mohmed
Paid,2,Oct,Direct Call,AD01-9361,3,USD 750.000,1,2:00,Excavator,Fndn. L1,New York,Salah,Ahmed
Paid,11,Feb,Direct Call,AD01-9364,2,USD 500.000,2,2:00,Excavator,Pre. L3,New York,Ahmed,Khalil
Paid,11,Feb,Direct Call,AD01-9364,2,USD 500.000,2,2:00,Excavator,Pre. L3,New York,Ahmed,Khalil
Paid,11,Aug,Direct Call,AD01-9362,3,USD 750.000,4,2:00,Excavator,Fndn. L5,New York,Ahmed,Hany
Paid,11,Feb,Direct Call,AD01-9364,2,USD 600.000,3,2:10,Excavator,Pre. L3,New York,Salah,John
Paid,11,Feb,Direct Call,AD01-9362,1,USD 350.000,1,2:12,Excavator,Fndn. L1,New York,Mohammed,Rony
Paid,8,Oct,Direct Call,AD01-9363,4,USD 1.000.000,3,2:12,Excavator,Fndn. L5,New York,Abdullah,Reham
Paid,23,Oct,Direct Call,AD01-9362,3,USD 750.000,1,2:12,Excavator,Fndn. L5,New York,Ahmed,Hany
Paid,24,Dec,Direct Call,AD01-9364,3,USD 750.000,3,2:12,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,11,Feb,Direct Call,AD01-9362,1,USD 350.000,1,2:12,Excavator,Fndn. L1,New York,Mohammed,Rony
Paid,8,Nov,Direct Call,AD01-9364,4,USD 1.000.000,1,2:18,Excavator,Pre. L3,New York,Ahmed,Khalil
Paid,11,Oct,Direct Call,AD01-9361,5,USD 1.050.000,1,2:25,Excavator,KJI. L4,New York,Salah,Ahmed
Paid,15,Oct,Direct Call,AD01-9362,2,USD 500.000,4,2:25,Excavator,Pre. L2,New York,Ahmed,Hany
Paid,29,Oct,Direct Call,AD01-9362,3,USD 750.000,1,2:25,Excavator,Fndn. L1,New York,Salah,Ahmed
Paid,27,Sep,Direct Call,AD01-9362,5,USD 1.050.000,3,2:30,Excavator,Fndn. L1,New York,Mohammed,Mohmed
Paid,2,Dec,Direct Call,AD01-9362,2,USD 600.000,1,2:30,Excavator,Pre. L4,New York,Ahmed,Hany
Paid,11,Feb,Direct Call,AD01-9362,4,USD 1.000.000,2,2:50,Excavator,KJI. L4,New York,Salah,John
Paid,11,Feb,Direct Call,AD01-9362,4,USD 1.000.000,2,2:50,Excavator,KJI. L4,New York,Salah,John
Paid,4,Oct,Direct Call,AD01-9365,4,USD 1.000.000,3,3:00,Excavator,KJI. L4,New York,Abdullah,Hisham
Paid,15,Feb,Direct Call,AD01-9361,2,USD 600.000,2,3:00,Excavator,Fndn. L5,New York,Mohammed,Kisho
Paid,8,May,Direct Call,AD01-9362,3,USD 750.000,3,3:00,Excavator,Fndn. L5,New York,Mohammed,Kisho
Paid,17,Aug,Direct Call,AD01-9362,3,USD 750.000,2,3:10,Excavator,Fndn. L1,New York,Mohammed,Habib
Paid,30,Sep,Direct Call,AD01-9364,1,USD 350.000,2,3:10,Excavator,KJI. L4,New York,Ahmed,Khalil
Paid,18,Sep,Direct Call,AD01-9362,2,USD 600.000,2,3:10,Excavator,Fndn. L1,New York,Mohammed,Mohmed
Paid,8,Oct,Direct Call,AD01-9361,2,USD 600.000,2,3:10,Excavator,Pre. L3,New York,Salah,Ahmed
Paid,17,Aug,Direct Call,AD01-9362,3,USD 750.000,2,3:10,Excavator,Fndn. L1,New York,Mohammed,Habib
Paid,11,Feb,Direct Call,AD01-9362,3,USD 750.000,5,3:12,Excavator,KJI. L4,New York,Ahmed,Khalil
Paid,11,Feb,Direct Call,AD01-9362,3,USD 750.000,5,3:12,Excavator,KJI. L4,New York,Ahmed,Khalil
Paid,22,Nov,Direct Call,AD01-9363,4,USD 1.000.000,5,3:14,Excavator,Fndn. L1,New York,Salah,Dary
Paid,1,Dec,Direct Call,AD01-9361,5,USD 1.050.000,2,3:14,Excavator,Pre. L2,New York,Salah,Ahmed
Paid,3,Sep,Direct Call,AD01-9364,3,USD 600.000,1,3:16,Excavator,Fndn. L5,New York,Mohammed,Kisho
Paid,21,Sep,Direct Call,AD01-9363,3,USD 750.000,1,3:17,Excavator,Fndn. L5,New York,Abdullah,Hisham
Paid,27,Oct,Direct Call,AD01-9361,2,USD 600.000,5,3:17,Excavator,Pre. L8,New York,Salah,Jood
Paid,30,Nov,Direct Call,AD01-9361,5,USD 1.000.000,2,3:17,Excavator,KJI. L4,New York,Ahmed,Khalil
Paid,20,Nov,Direct Call,AD01-9364,3,USD 750.000,5,3:17,Excavator,Fndn. L5,New York,Salah,John
Paid,25,Aug,Direct Call,AD01-9364,3,USD 750.000,1,3:30,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,11,Feb,Direct Call,AD01-9365,3,USD 750.000,1,3:40,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,10,Aug,Direct Call,AD01-9361,2,USD 600.000,2,3:40,Excavator,Fndn. L5,New York,Mohammed,Mohmed
Paid,11,Feb,Direct Call,AD01-9365,3,USD 750.000,1,3:40,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,11,Oct,Direct Call,AD01-9362,3,USD 750.000,3,4:40,Excavator,Fndn. L1,New York,Salah,John
Paid,11,Nov,Direct Call,AD01-9362,3,USD 550.000,1,5:14,Excavator,KJI. L4,New York,Mohammed,Kisho
Paid,4,Nov,Direct Call,AD01-9361,2,USD 600.000,1,5:14,Excavator,Pre. L8,New York,Ahmed,Khalil
Paid,7,Oct,Direct Call,AD01-9364,2,USD 500.000,1,6:15,Excavator,KJI. L4,New York,Abdullah,Reham
Paid,11,Oct,Direct Call,AD01-9361,2,USD 600.000,3,6:18,Excavator,Fndn. L6,New York,Ahmed,Khalil
Paid,29,Oct,Direct Call,AD01-9362,3,USD 600.000,5,6:18,Excavator,Pre. L4,New York,Ahmed,Khalil
Paid,29,Oct,Direct Call,AD01-9361,2,USD 500.000,1,6:20,Excavator,Fndn. L5,New York,Mohammed,Kisho
Paid,15,Nov,Direct Call,AD01-9361,2,USD 600.000,3,6:30,Excavator,Fndn. L3,New York,Salah,Dary
Paid,3,Nov,Direct Call,AD01-9364,2,USD 600.000,3,6:30,Excavator,Fndn. L5,New York,Mohammed,Rony
Paid,20,Nov,Direct Call,AD01-9362,3,USD 750.000,6,6:30,Excavator,Fndn. L3,New York,Ahmed,Hany
Paid,31,Oct,Direct Call,AD01-9364,3,USD 550.000,1,7:10,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,22,Nov,Direct Call,AD01-9365,5,USD 1.250.000,4,7:14,Excavator,Pre. L8,New York,Mohammed,Mohmed
Paid,1,Apr,Direct Call,AD01-9363,2,USD 600.000,1,7:30,Excavator,KJI. L4,New York,Abdullah,Hisham
Paid,8,Oct,Direct Call,AD01-9361,2,USD 600.000,3,7:30,Excavator,Fndn. L5,New York,Mohammed,Habib
Paid,5,Nov,Direct Call,AD01-9362,3,USD 750.000,2,7:30,Excavator,Pre. L4,New York,Ahmed,Hany
Paid,16,Sep,Direct Call,AD01-9362,2,USD 600.000,2,8:00,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,9,Oct,Direct Call,AD01-9362,3,USD 750.000,4,8:10,Excavator,Pre. L3,New York,Ahmed,Hany
Paid,12,May,Direct Call,AD01-9362,1,USD 350.000,1,8:12,Excavator,Fndn. L1,New York,Abdullah,Hisham
Paid,21,Oct,Direct Call,AD01-9361,2,USD 600.000,1,8:12,Excavator,Pre. L2,New York,Mohammed,Kenza
Paid,13,Jan,Direct Call,AD01-9362,4,USD 750.000,5,8:12,Excavator,Fndn. L3,New York,Mohammed,Mohmed
Paid,12,May,Direct Call,AD01-9362,1,USD 350.000,1,8:12,Excavator,Fndn. L1,New York,Abdullah,Hisham
